Year,State,State Abbr,State FIPS,District,Democratic %,Republican %,Voter Turnout %,Median Age,Median income,Male Population %,Female Population %,White %,White (non Hispanic or Latino) %,Hispanic or Latino %,Black %,American Indian %,Asian %,Pacific %,Multiracial %,Less than HS %,HS grad %,Some college %,Bachelor's degree %,Graduate degree %,Below poverty line %,Income under 25k %,Income 25k to 50k %,Income 50k to 75k %,Income above 75k %
2018,Alabama,AL,1,5,38.89,61.02,45.82,39.7,27991,48.93,51.07,75.99,72.67,5.09,17.49,0.64,1.66,0.07,2.62,8.39,18.55,19.9,13.84,8.05,10.51,53.1,22.34,11.07,13.5
2018,Alabama,AL,1,6,30.77,69.18,50.71,39.0,32438,48.48,51.52,78.48,76.04,4.83,15.43,0.23,1.74,0.02,1.78,6.61,17.48,19.7,15.33,9.4,8.48,48.31,22.49,13.82,15.38
2018,Alabama,AL,1,7,97.8,0.0,35.83,36.2,20338,46.9,53.1,33.3,31.8,2.94,63.21,0.2,0.87,0.03,1.2,10.34,21.98,20.11,8.41,4.7,5.78,64.06,21.53,8.61,5.79
2018,Alaska,AK,2,1,0.0,53.08,48.36,34.0,33413,52.21,47.79,64.84,61.04,6.93,3.27,14.44,6.3,1.2,8.46,4.71,18.12,22.95,11.92,6.99,5.74,43.44,22.96,14.74,18.86
2018,Arizona,AZ,4,1,53.83,46.14,44.82,37.2,25436,50.29,49.71,65.26,48.68,22.62,2.3,23.23,1.68,0.19,3.62,9.03,17.5,22.69,9.46,6.57,10.61,58.88,21.91,10.02,9.19
2018,Arizona,AZ,4,2,54.73,45.24,47.84,40.9,27946,49.48,50.52,81.28,60.89,28.43,3.95,1.51,3.14,0.24,4.48,6.28,14.75,25.0,13.68,10.08,12.72,52.29,24.11,11.58,12.03
2018,Arizona,AZ,4,3,63.87,36.13,28.44,31.5,22847,50.12,49.88,69.51,26.71,62.35,4.83,4.6,1.87,0.17,3.94,14.25,16.31,19.29,6.41,3.19,17.99,62.36,23.62,8.5,5.52
2018,Arizona,AZ,4,4,30.51,68.17,42.76,47.6,25713,50.65,49.35,88.46,74.05,19.22,1.87,1.81,1.32,0.18,2.67,9.31,21.86,28.27,8.98,5.18,13.46,55.98,24.6,10.62,8.79
2018,Arizona,AZ,4,5,40.58,59.42,49.53,37.8,35100,49.09,50.91,84.5,70.37,18.25,3.27,1.12,4.72,0.21,3.29,4.57,14.3,23.62,15.35,8.48,9.13,45.89,23.59,13.5,17.02
2018,Arizona,AZ,4,6,44.81,55.19,47.04,42.3,37086,49.22,50.78,84.67,71.43,17.1,2.73,1.65,5.02,0.1,3.02,5.49,13.02,22.02,19.76,12.14,10.52,43.51,23.44,13.0,20.05
2018,Arizona,AZ,4,7,85.61,0.23,21.69,29.4,23029,49.99,50.01,63.46,19.93,64.07,9.85,2.96,2.55,0.19,4.0,17.93,16.23,15.25,5.5,2.78,23.8,63.41,24.0,7.95,4.64
2018,Arizona,AZ,4,8,44.53,55.46,47.04,42.0,32394,47.87,52.13,83.41,68.54,19.8,4.68,0.8,3.91,0.17,3.47,5.51,17.61,26.42,13.27,7.36,8.17,47.07,25.74,13.6,13.59
2018,Arizona,AZ,4,9,61.09,38.91,39.97,33.5,31441,50.75,49.25,74.6,55.92,27.47,5.82,2.9,5.33,0.36,4.33,6.76,12.6,21.3,15.86,9.62,12.74,48.4,25.75,12.2,13.65
2018,Arkansas,AR,5,1,28.77,68.95,36.02,39.6,22375,49.55,50.45,77.96,75.92,3.34,17.51,0.41,0.51,0.06,2.48,10.73,26.08,20.21,7.29,3.91,14.68,60.53,24.15,9.18,6.14
2018,Arkansas,AR,5,2,45.82,52.13,42.69,37.0,27443,48.49,51.51,71.44,68.09,5.19,22.54,0.31,1.61,0.05,2.58,6.86,20.03,20.06,12.24,7.52,10.49,52.68,24.89,11.92,10.5
2018,Arkansas,AR,5,3,32.65,64.78,37.09,35.3,26661,49.48,50.52,83.73,75.18,14.24,3.09,1.16,2.96,0.85,3.13,9.08,19.51,18.34,11.32,6.26,14.35,54.31,24.96,10.78,9.95
2018,Arkansas,AR,5,4,31.23,66.74,36.79,40.9,22180,48.86,51.14,74.46,71.52,5.91,19.44,0.77,0.64,0.05,1.88,10.41,26.01,20.5,7.43,3.88,14.42,60.85,23.63,9.41,6.12
2018,California,CA,6,1,45.11,54.89,49.61,42.5,25509,50.2,49.8,86.03,76.84,13.53,1.54,1.94,2.77,0.17,4.7,6.98,17.19,28.95,11.21,5.92,16.09,56.37,21.47,10.86,11.3
2018,California,CA,6,2,77.01,22.99,51.25,44.2,33891,49.47,50.53,79.94,71.07,17.43,1.45,2.12,3.87,0.24,5.19,6.78,12.96,22.35,17.96,11.95,9.67,46.75,20.21,11.81,21.24
2018,California,CA,6,3,58.07,41.93,36.84,35.1,28870,50.0,50.0,66.79,47.51,29.78,6.05,0.97,11.4,0.59,6.25,10.2,15.05,22.75,10.03,6.27,10.88,53.8,20.57,11.59,14.04
2018,California,CA,6,4,45.87,54.13,54.76,44.4,35019,49.7,50.3,85.08,75.62,13.55,1.33,0.91,5.22,0.23,4.43,4.96,15.22,27.75,15.81,8.12,8.99,47.14,20.09,12.64,20.13
2018,California,CA,6,5,78.87,0.0,39.99,40.1,33867,48.87,51.13,63.2,49.57,28.15,6.47,0.87,11.15,0.43,5.92,8.82,14.31,24.77,14.76,7.5,6.79,46.04,22.79,13.6,17.57
2018,California,CA,6,6,100.0,0.0,30.89,33.8,28176,48.73,51.27,51.52,36.71,28.19,12.67,0.71,15.72,1.46,7.27,10.28,15.39,21.24,12.17,6.52,11.13,54.24,21.47,11.9,12.39
2018,California,CA,6,7,55.04,44.96,42.71,38.4,34708,48.88,51.12,63.47,52.96,17.6,7.33,0.66,15.83,0.83,7.33,6.56,13.93,25.01,15.17,7.67,7.86,48.28,20.37,13.48,17.87
2018,California,CA,6,8,0.0,100.0,29.94,34.2,25219,49.92,50.08,76.28,44.54,40.49,8.16,1.4,3.23,0.33,4.49,10.67,18.18,23.09,6.52,4.0,17.81,59.93,19.87,10.38,9.81
2018,California,CA,6,9,56.49,43.51,31.66,34.8,28245,49.49,50.51,54.67,33.8,38.39,9.09,0.69,14.7,0.6,10.03,12.15,16.73,21.44,8.67,4.05,9.08,55.29,20.88,10.62,13.21
2018,California,CA,6,10,52.25,47.75,36.23,34.3,28004,49.66,50.34,73.25,42.27,43.52,3.27,0.74,6.98,0.71,5.3,12.64,18.26,21.09,7.69,3.41,13.12,55.54,21.14,11.3,12.02
2018,California,CA,6,11,74.13,25.87,40.3,39.9,38972,48.7,51.3,59.43,45.91,26.95,8.02,0.44,14.17,0.46,6.48,8.12,11.63,19.18,18.95,11.77,5.25,44.99,19.25,12.01,23.75
2018,California,CA,6,12,86.82,13.18,39.13,38.0,51768,51.27,48.73,49.05,43.01,14.73,5.22,0.33,32.23,0.35,5.48,8.89,9.42,14.72,28.16,19.1,4.45,36.64,16.36,13.04,33.96
2018,California,CA,6,13,88.38,0.0,41.24,36.6,36166,48.47,51.53,42.39,34.53,21.9,16.83,0.78,20.93,0.62,7.08,10.22,10.15,16.29,18.91,15.24,4.94,46.42,19.41,12.47,21.7
2018,California,CA,6,14,79.22,20.78,34.56,39.6,42399,49.4,50.6,44.69,34.13,23.75,2.96,0.35,33.88,1.4,5.7,8.38,11.29,18.15,20.83,13.29,3.33,41.6,18.89,12.73,26.78
2018,California,CA,6,15,72.97,27.03,33.18,38.2,45205,49.61,50.39,44.84,32.66,22.62,5.91,0.54,33.68,1.05,5.88,6.97,13.33,18.08,18.8,12.0,3.75,41.76,18.48,12.9,26.85
2018,California,CA,6,16,57.55,42.45,24.99,30.2,20611,49.85,50.15,57.87,22.38,60.76,5.73,1.09,9.19,0.15,3.84,19.06,14.64,17.4,5.09,2.26,19.32,66.62,19.38,7.83,6.17
2018,California,CA,6,17,75.35,24.65,26.65,36.3,51353,50.87,49.13,29.86,23.29,16.29,2.48,0.37,54.14,0.43,4.56,6.04,10.37,14.07,20.66,19.69,2.5,41.71,15.57,11.04,31.68
2018,California,CA,6,18,74.49,25.51,43.85,40.0,55235,50.04,49.96,63.29,53.68,16.2,2.03,0.35,23.49,0.27,5.06,4.34,7.71,14.12,21.29,22.78,4.42,38.78,14.95,10.99,35.29
2018,California,CA,6,19,73.75,26.25,30.05,36.4,35347,50.17,49.83,44.0,25.27,40.12,2.86,0.7,28.33,0.51,5.45,12.47,12.54,17.84,15.32,8.67,4.26,48.07,19.59,11.42,20.92
2018,California,CA,6,20,81.37,0.0,36.83,34.6,27473,50.39,49.61,65.91,36.85,53.02,1.92,0.68,5.17,0.32,4.37,15.41,12.45,17.92,10.6,7.03,10.65,54.63,20.88,10.41,14.09
2018,California,CA,6,21,50.38,49.62,20.84,29.7,19867,52.63,47.37,71.62,16.68,74.75,3.86,1.13,3.15,0.21,2.8,23.43,15.39,14.11,3.45,1.37,26.36,69.78,18.77,6.61,4.83
2018,California,CA,6,22,47.28,52.72,37.17,32.6,27339,49.29,50.71,71.89,38.56,47.84,3.16,0.98,8.12,0.18,4.22,11.38,13.88,20.79,9.99,5.3,16.23,56.02,20.61,11.01,12.36
2018,California,CA,6,23,36.28,63.72,35.27,33.9,27433,50.76,49.24,74.01,45.61,39.2,6.68,1.14,5.39,0.18,4.26,11.11,17.3,21.8,8.37,4.51,16.25,57.52,18.83,10.76,12.88
2018,California,CA,6,24,58.56,41.44,45.05,35.8,29156,50.33,49.67,80.88,54.43,36.17,1.9,0.89,4.67,0.15,4.17,9.49,11.91,20.55,13.14,8.68,12.61,51.59,21.32,11.29,15.8
2018,California,CA,6,25,54.37,45.63,39.74,36.1,33089,49.67,50.33,63.68,41.08,39.4,7.74,0.75,8.59,0.16,5.55,9.52,14.6,22.31,11.79,5.91,8.87,52.32,19.13,10.76,17.79
2018,California,CA,6,26,61.94,38.06,40.69,37.4,31794,49.52,50.48,80.27,43.48,45.11,1.86,0.85,6.87,0.22,4.36,11.17,12.16,20.97,13.67,8.4,9.82,49.49,21.04,11.49,17.98
2018,California,CA,6,27,100.0,0.0,27.04,41.6,31467,48.4,51.6,38.86,25.97,28.19,4.47,0.42,38.65,0.24,3.78,10.43,13.57,17.86,18.35,12.26,4.06,52.36,18.35,10.9,18.4
2018,California,CA,6,28,78.37,21.63,32.35,39.7,32232,49.79,50.21,67.21,55.29,25.12,2.81,0.44,13.48,0.14,4.2,9.13,13.32,19.65,23.07,11.8,11.04,48.65,19.59,12.13,19.63
2018,California,CA,6,29,80.61,19.39,22.26,34.2,23703,50.05,49.95,56.18,18.91,68.49,3.72,0.56,7.62,0.13,2.52,19.75,16.58,16.25,9.88,3.18,12.81,61.37,22.13,8.95,7.55
2018,California,CA,6,30,73.4,26.6,33.82,39.3,35769,49.18,50.82,65.17,50.17,28.39,4.94,0.45,12.96,0.15,4.38,8.08,12.23,20.04,20.3,10.87,7.78,46.97,19.67,12.61,20.75
2018,California,CA,6,31,58.74,41.26,30.02,32.5,26630,49.01,50.99,61.25,26.21,53.22,10.46,0.69,7.74,0.32,4.99,12.24,15.51,19.75,9.24,5.48,12.68,58.27,20.22,10.42,11.09
2018,California,CA,6,32,68.78,31.22,25.35,36.4,25455,49.08,50.92,46.31,15.13,62.06,2.82,0.92,18.56,0.33,4.44,16.29,17.41,18.68,10.02,4.15,6.53,58.73,21.52,9.99,9.76
2018,California,CA,6,33,70.03,29.97,46.03,40.8,53866,48.56,51.44,72.78,64.29,13.06,3.12,0.3,14.5,0.19,5.61,3.01,6.95,15.55,26.65,20.18,6.16,39.2,14.8,11.95,34.05
2018,California,CA,6,34,72.54,0.0,21.35,34.6,21448,50.93,49.07,39.79,10.99,63.09,4.74,1.12,19.65,0.24,3.01,22.72,14.01,13.97,13.04,5.16,11.52,64.43,19.88,7.75,7.94
2018,California,CA,6,35,69.4,30.6,23.25,32.0,24639,50.42,49.58,45.78,13.92,70.63,6.3,1.05,7.2,0.26,4.53,17.77,16.33,17.6,7.17,2.58,8.25,61.63,21.59,9.53,7.25
2018,California,CA,6,36,59.02,40.98,32.18,41.2,24836,50.01,49.99,68.71,40.81,48.81,4.46,1.15,3.58,0.14,3.44,13.38,19.62,21.87,8.87,5.55,14.12,58.76,20.82,9.55,10.87
2018,California,CA,6,37,89.08,10.92,34.31,35.5,29949,48.45,51.55,43.11,25.13,38.71,22.54,0.87,10.57,0.13,3.94,13.6,12.07,17.09,16.03,10.83,7.94,53.01,20.65,10.73,15.61
2018,California,CA,6,38,68.85,31.15,29.75,36.8,28341,49.11,50.89,44.99,16.48,62.09,3.81,0.68,15.7,0.32,3.66,13.39,17.68,20.23,10.78,4.78,5.7,55.5,21.81,11.23,11.46
2018,California,CA,6,39,51.56,48.44,34.3,38.8,34672,49.26,50.74,51.5,29.76,34.11,2.37,0.52,31.15,0.25,4.1,7.48,12.47,20.07,18.99,9.37,5.15,49.32,19.55,12.23,18.91
2018,California,CA,6,40,77.35,0.0,20.02,30.9,21095,49.89,50.11,55.28,4.58,87.72,4.77,0.69,2.42,0.21,1.84,26.94,14.67,12.39,4.37,1.64,17.1,67.81,21.31,6.66,4.22
2018,California,CA,6,41,65.1,34.9,26.18,30.9,25732,49.64,50.36,49.2,22.43,60.24,9.35,0.69,5.85,0.26,3.84,14.45,16.87,18.17,6.52,3.91,8.64,59.84,21.54,9.89,8.73
2018,California,CA,6,42,43.5,56.5,34.82,35.0,31674,49.75,50.25,63.67,42.32,39.09,5.75,0.63,9.19,0.4,5.66,8.53,15.92,22.99,10.67,5.56,7.36,52.7,18.96,11.83,16.51
2018,California,CA,6,43,77.67,22.33,29.9,35.4,26670,48.2,51.8,36.08,14.49,47.06,22.63,0.63,12.94,0.49,4.75,14.58,14.8,19.33,12.1,5.4,6.9,56.25,21.55,10.23,11.97
2018,California,CA,6,44,100.0,0.0,23.0,31.9,22367,48.98,51.02,44.44,6.46,70.7,15.43,0.87,5.64,0.7,3.16,21.8,15.7,15.73,5.7,2.13,10.85,64.14,21.6,7.96,6.3
2018,California,CA,6,45,52.05,47.95,41.83,38.9,45003,48.8,51.2,62.4,50.81,18.85,1.83,0.31,24.5,0.16,4.92,4.38,8.42,18.25,22.84,14.7,5.65,44.34,16.52,11.98,27.16
2018,California,CA,6,46,69.15,30.85,22.57,32.2,25322,50.16,49.84,57.32,17.52,66.14,1.84,0.55,13.11,0.29,2.47,20.19,14.84,16.0,8.95,2.97,12.15,59.33,23.61,9.16,7.89
2018,California,CA,6,47,64.86,35.14,32.58,37.1,30905,49.38,50.62,54.13,31.71,34.9,7.31,0.78,22.79,0.57,4.46,12.36,13.0,21.04,14.33,7.48,9.28,52.44,20.31,11.54,15.71
2018,California,CA,6,48,53.55,46.45,42.36,41.8,39979,49.46,50.54,66.54,55.0,21.58,1.28,0.44,18.48,0.35,4.4,7.55,10.89,21.27,20.73,11.96,6.15,44.77,18.68,12.34,24.21
2018,California,CA,6,49,56.42,43.58,46.18,37.8,36844,50.42,49.58,79.39,60.58,26.21,2.55,0.42,7.07,0.36,4.48,6.24,10.59,20.05,18.33,11.59,7.89,45.29,20.0,11.7,23.01
2018,California,CA,6,50,48.28,51.72,40.82,37.1,31290,49.87,50.13,77.11,54.92,32.33,2.79,1.22,5.55,0.44,5.52,8.68,15.44,23.41,12.56,6.54,10.69,50.54,21.58,12.04,15.84
2018,California,CA,6,51,71.2,28.8,23.56,32.4,21673,50.7,49.3,64.71,12.92,70.55,6.84,0.76,8.2,0.39,3.91,18.78,15.79,18.66,6.66,2.48,16.66,65.38,20.59,8.15,5.88
2018,California,CA,6,52,63.85,36.15,41.33,36.5,43251,50.74,49.26,67.95,57.84,14.56,3.12,0.37,19.85,0.38,5.51,3.4,7.92,17.81,23.13,17.81,6.37,42.2,18.42,13.09,26.29
2018,California,CA,6,53,69.07,30.93,37.9,35.1,35178,49.55,50.45,64.71,40.08,33.77,8.26,0.45,13.72,0.53,6.24,7.65,12.21,22.94,16.75,9.17,9.27,47.44,21.89,13.99,16.69
2018,Colorado,CO,8,1,73.81,23.05,53.24,35.0,37484,50.06,49.94,78.53,57.93,27.59,8.18,0.89,3.56,0.14,3.42,8.39,12.39,16.72,21.0,13.06,10.65,41.16,25.02,15.0,18.82
2018,Colorado,CO,8,2,60.27,33.64,64.63,37.6,35636,50.6,49.4,90.55,82.45,10.65,0.96,0.53,3.24,0.09,2.98,2.44,10.43,17.62,21.64,15.26,10.65,43.6,22.77,13.57,20.06
2018,Colorado,CO,8,3,43.55,51.52,56.6,40.1,27935,50.24,49.76,88.69,70.7,24.62,0.97,2.39,0.81,0.11,2.41,6.72,18.45,22.78,14.21,7.18,14.37,51.1,25.61,12.59,10.7
2018,Colorado,CO,8,4,39.38,60.61,59.89,37.0,34838,50.45,49.55,90.13,72.03,22.0,1.4,0.72,2.11,0.08,2.95,5.91,15.65,21.38,15.15,7.71,9.71,45.53,23.17,13.73,17.57
2018,Colorado,CO,8,5,39.31,57.02,51.52,35.4,31236,51.07,48.93,81.14,71.28,15.98,5.82,0.69,2.55,0.35,5.48,4.24,14.57,23.26,14.45,9.38,9.52,48.55,24.49,12.93,14.03
2018,Colorado,CO,8,6,54.1,42.87,53.44,36.3,37593,49.54,50.46,73.23,60.89,20.12,9.34,0.71,6.1,0.22,4.29,5.29,13.54,19.42,18.11,10.0,5.82,41.66,24.4,14.74,19.2
2018,Colorado,CO,8,7,60.42,35.42,53.15,36.1,34832,49.98,50.02,87.53,63.38,29.11,1.78,1.06,3.27,0.06,3.38,7.86,17.04,20.59,14.57,8.01,10.2,43.21,26.82,14.97,15.0
2018,Connecticut,CT,9,1,60.61,35.03,44.06,40.8,36633,48.21,51.79,69.76,61.32,16.73,15.16,0.3,5.21,0.02,3.38,7.33,18.93,17.7,14.73,11.1,6.46,43.76,22.23,15.15,18.87
2018,Connecticut,CT,9,2,57.99,35.45,48.5,42.0,35794,50.05,49.95,85.9,81.62,8.36,4.1,0.38,3.32,0.02,3.72,5.25,20.1,19.46,13.87,10.6,6.66,44.28,21.65,15.2,18.87
2018,Connecticut,CT,9,3,60.4,35.4,43.71,39.4,35127,48.14,51.86,73.06,64.59,15.52,13.98,0.17,4.38,0.03,3.17,6.13,21.17,16.93,13.28,11.82,7.12,45.41,22.13,14.84,17.62
2018,Connecticut,CT,9,4,61.21,37.43,43.2,40.1,40156,48.64,51.36,73.03,61.39,19.48,12.18,0.26,5.49,0.04,2.92,6.75,13.74,13.55,18.43,15.1,5.82,44.61,18.23,11.25,25.91
2018,Connecticut,CT,9,5,52.8,42.54,44.48,42.2,36225,48.89,51.11,80.3,69.12,18.15,7.25,0.25,3.72,0.05,2.66,7.45,19.84,17.26,14.8,10.77,8.16,44.43,22.71,14.06,18.8
2018,Delaware,DE,10,1,64.26,35.44,45.03,40.2,32357,48.4,51.6,68.97,62.73,9.09,22.11,0.36,3.87,0.05,2.74,7.11,21.97,18.61,12.72,9.1,7.42,46.7,24.83,13.89,14.58
2018,Florida,FL,12,1,32.94,67.06,52.04,38.4,28052,50.33,49.67,76.77,73.26,6.43,13.38,0.52,2.61,0.17,4.56,6.29,18.37,24.81,12.43,6.67,9.24,51.82,25.57,11.41,11.21
2018,Florida,FL,12,2,32.56,67.44,49.73,41.8,25840,51.16,48.84,81.42,76.29,6.48,12.87,0.43,1.72,0.11,2.53,9.06,23.41,21.62,10.15,6.45,13.25,57.25,24.08,9.95,8.72
2018,Florida,FL,12,3,42.38,57.62,50.46,37.3,25488,49.43,50.57,75.75,68.09,9.58,16.08,0.24,3.44,0.05,3.34,7.52,20.56,20.35,10.51,7.47,13.76,58.0,22.86,10.17,8.96
2018,Florida,FL,12,4,32.35,65.16,57.56,39.6,35082,49.16,50.84,81.52,75.13,8.18,9.23,0.24,4.56,0.03,3.05,4.68,16.52,21.45,17.96,9.97,8.28,44.75,24.52,13.59,17.14
2018,Florida,FL,12,5,66.78,33.22,46.13,33.8,23808,48.51,51.49,45.35,39.63,8.14,47.36,0.3,2.71,0.09,2.72,9.4,21.0,20.61,8.66,4.24,9.66,60.05,25.43,9.21,5.31
2018,Florida,FL,12,6,43.69,56.31,50.94,47.5,25903,48.41,51.59,83.06,73.5,12.36,10.5,0.37,1.79,0.03,1.97,7.3,23.97,25.27,11.39,6.25,11.88,55.62,25.1,10.69,8.59
2018,Florida,FL,12,7,57.69,42.31,47.68,36.5,30544,48.9,51.1,76.94,57.79,24.95,10.89,0.19,4.57,0.05,3.28,4.71,14.78,22.07,17.49,9.1,10.75,51.76,23.35,11.73,13.16
2018,Florida,FL,12,8,39.5,60.5,55.74,48.1,27061,48.71,51.29,83.44,74.92,10.62,9.76,0.33,2.21,0.07,2.83,6.57,21.53,24.77,13.34,8.3,10.54,53.05,24.04,11.11,11.81
2018,Florida,FL,12,9,58.02,41.98,41.89,37.5,24612,49.02,50.98,74.32,42.12,40.73,13.24,0.29,2.92,0.05,3.61,9.42,20.65,21.42,10.58,5.35,13.71,59.09,24.43,9.2,7.28
2018,Florida,FL,12,10,,,0.0,35.1,26256,48.79,51.21,56.38,36.76,27.65,28.12,0.25,5.18,0.11,3.2,8.52,17.36,20.39,14.04,6.59,9.27,55.55,24.48,10.17,9.81
2018,Florida,FL,12,11,34.84,65.14,54.96,55.3,24435,48.29,51.71,87.69,78.95,10.45,7.26,0.35,1.27,0.02,2.18,8.86,28.31,25.26,10.31,5.87,12.57,56.68,25.97,10.05,7.29
2018,Florida,FL,12,12,39.66,58.09,50.91,46.4,27715,48.19,51.81,88.25,77.85,12.62,4.91,0.33,2.63,0.07,2.51,7.0,22.74,23.84,13.42,6.95,12.2,52.62,24.4,11.86,11.12
2018,Florida,FL,12,13,57.64,42.36,48.6,46.7,28168,48.33,51.67,79.0,71.34,9.88,12.49,0.29,3.55,0.11,3.1,7.3,21.94,24.26,14.64,7.94,10.97,50.73,26.48,11.56,11.24
2018,Florida,FL,12,14,,,0.0,36.5,28312,48.74,51.26,69.34,45.54,30.13,18.33,0.36,4.55,0.05,3.74,7.82,17.86,18.03,15.23,9.14,11.47,52.5,23.25,11.08,13.17
2018,Florida,FL,12,15,46.98,53.02,44.25,38.1,27712,49.13,50.87,74.36,57.72,22.38,14.9,0.32,3.0,0.08,3.09,8.3,21.57,21.1,11.6,5.61,11.92,53.39,26.22,11.39,8.99
2018,Florida,FL,12,16,45.44,54.56,51.83,47.0,30065,48.25,51.75,84.09,70.44,17.49,8.29,0.25,2.13,0.07,2.14,7.37,20.91,21.83,14.33,9.52,10.09,49.18,25.33,12.33,13.16
2018,Florida,FL,12,17,37.74,62.26,46.43,51.5,25349,49.66,50.34,86.53,74.32,15.16,7.45,0.32,1.34,0.06,1.92,9.91,27.57,22.44,10.44,5.99,12.71,56.22,25.38,10.17,8.24
2018,Florida,FL,12,18,45.7,54.3,50.06,47.4,29735,48.71,51.29,80.28,67.14,16.09,12.93,0.31,2.25,0.07,2.1,7.78,20.43,23.18,14.71,8.46,9.42,49.87,25.05,11.6,13.48
2018,Florida,FL,12,19,37.72,62.27,46.83,50.6,28904,48.7,51.3,85.95,69.06,20.26,7.94,0.17,1.6,0.05,1.58,8.34,21.5,21.69,15.22,9.65,11.62,50.11,25.07,11.43,13.38
2018,Florida,FL,12,20,99.92,0.0,27.52,36.0,23383,48.35,51.65,38.38,17.95,24.55,53.49,0.18,2.84,0.04,2.78,11.88,21.18,19.35,9.06,4.87,7.51,60.78,24.39,8.86,5.98
2018,Florida,FL,12,21,,,0.0,45.8,28587,48.43,51.57,76.7,56.25,23.77,15.82,0.21,2.66,0.05,2.01,8.9,18.17,20.94,16.07,9.76,9.76,51.26,23.58,11.34,13.82
2018,Florida,FL,12,22,62.02,37.98,41.3,44.7,32246,49.75,50.25,75.87,58.03,21.6,15.0,0.23,3.21,0.04,2.95,6.41,18.33,20.55,18.06,10.94,8.44,47.25,23.41,12.42,16.92
2018,Florida,FL,12,23,58.48,35.98,36.02,41.3,31850,47.98,52.02,73.86,41.79,38.0,14.31,0.31,4.18,0.09,3.23,5.49,16.37,21.18,16.95,10.98,8.87,49.86,22.66,12.07,15.41
2018,Florida,FL,12,24,,,0.0,37.0,21547,48.4,51.6,42.56,11.5,39.12,49.37,0.18,1.32,0.04,1.85,14.66,21.62,18.19,9.12,4.62,10.15,65.01,22.6,7.18,5.22
2018,Florida,FL,12,25,39.55,60.45,25.45,41.9,22103,49.01,50.99,89.73,18.99,75.59,4.72,0.24,1.1,0.01,1.21,15.63,21.5,17.19,11.54,5.92,18.51,62.03,22.2,8.55,7.23
2018,Florida,FL,12,26,50.87,49.13,28.76,38.5,25040,49.04,50.96,81.47,16.37,70.48,11.55,0.25,1.82,0.04,1.75,12.0,19.32,18.91,12.49,5.57,14.23,59.88,22.73,9.42,7.97
2018,Florida,FL,12,27,51.76,45.76,30.17,41.6,26584,49.0,51.0,86.9,20.95,72.24,5.16,0.16,1.96,0.03,1.82,10.7,17.73,16.62,16.72,12.58,14.59,55.3,20.24,9.6,14.86
2018,Georgia,GA,13,1,42.26,57.74,43.77,35.6,26996,49.21,50.79,62.94,59.09,6.76,29.66,0.37,1.84,0.14,3.06,8.06,19.81,21.25,10.34,6.48,10.05,54.1,24.27,11.26,10.37
2018,Georgia,GA,13,2,59.65,40.35,43.77,36.5,21758,48.94,51.06,42.51,39.99,5.08,51.78,0.22,1.2,0.11,2.3,11.7,22.0,19.95,7.07,4.55,7.38,63.19,21.69,8.74,6.39
2018,Georgia,GA,13,3,34.47,65.53,51.56,38.0,28126,48.52,51.48,69.29,65.45,5.67,24.3,0.33,2.02,0.07,2.56,8.52,20.28,19.89,11.19,6.33,9.41,53.56,22.53,12.36,11.55
2018,Georgia,GA,13,4,78.85,21.15,47.12,35.8,28483,47.21,52.79,28.63,23.58,9.49,59.97,0.28,5.1,0.09,2.48,8.09,16.84,20.13,12.55,7.77,4.66,53.0,25.19,11.82,9.98
2018,Georgia,GA,13,5,100.0,0.0,43.87,33.4,29002,47.89,52.11,32.17,28.56,6.42,58.55,0.29,4.19,0.04,2.55,7.66,15.4,15.84,15.69,12.01,3.84,52.42,21.82,11.47,14.29
2018,Georgia,GA,13,6,50.51,49.49,50.64,38.1,44016,49.56,50.44,68.99,59.66,12.84,13.44,0.91,11.59,0.03,2.87,4.34,8.78,13.61,25.74,16.21,5.6,40.85,19.57,13.11,26.48
2018,Georgia,GA,13,7,49.93,50.07,42.21,35.9,33668,49.03,50.97,56.01,44.8,19.31,20.08,0.37,13.68,0.03,2.83,7.1,13.27,17.23,17.3,9.13,5.94,48.23,22.96,12.15,16.66
2018,Georgia,GA,13,8,0.0,100.0,36.19,36.9,25241,48.93,51.07,63.34,59.39,6.38,30.98,0.27,1.46,0.03,2.08,10.34,22.33,19.2,8.23,5.91,11.83,58.9,22.78,10.06,8.25
2018,Georgia,GA,13,9,20.49,79.51,48.3,40.8,25842,49.16,50.84,87.27,77.3,12.89,6.67,0.31,1.22,0.06,1.97,12.16,21.49,18.95,9.54,5.97,13.66,55.75,24.2,10.92,9.13
2018,Georgia,GA,13,10,37.11,62.89,51.58,36.6,25999,48.82,51.18,68.39,64.71,5.62,25.51,0.12,2.09,0.05,2.2,8.83,21.18,17.62,9.75,6.95,10.3,56.79,22.12,11.18,9.91
2018,Georgia,GA,13,11,38.21,61.79,50.9,36.4,35300,48.93,51.07,73.65,66.85,11.05,16.72,0.33,3.48,0.07,2.55,6.23,14.13,18.72,17.96,9.55,7.77,46.13,22.31,13.76,17.8
2018,Georgia,GA,13,12,40.52,59.48,44.59,35.5,23335,49.21,50.79,58.64,55.21,6.08,35.01,0.25,1.76,0.09,2.16,10.51,21.73,18.96,8.24,5.45,10.98,60.76,21.47,9.79,7.98
